Radius,Height,Surface_Area
5.8084083113171,6.837922802912494,461.5317207530689
1.5186689106101163,12.999256933998465,138.53118350222903
4.18424682012503,14.179424288715117,482.7882247968904
4.26865849164429,15.587195461547438,532.5493380196297
6.619452831012419,8.116723999707567,612.8959964761303
9.920807372809124,12.984762574706776,1427.8020072710058
6.544927090180339,8.633847840584753,624.196605585501
2.371946887835693,3.064709178860612,81.02456126786812
8.412763502104438,10.047508569571715,975.790635882697
4.498867078821523,19.432470446008445,676.4722757021693
7.9433477176661995,19.932310343451192,1391.2608715543936
5.1377266199359815,12.920466890557298,582.9417528882334
4.841637350764591,12.134860255505656,516.4404152262191
6.374390550565694,13.260305474548801,786.398577224543
4.393511258344063,8.248422671339226,348.9836882743588
2.4501553473015942,4.578289688732452,108.20136562337849
4.660240888490439,17.11874631489263,637.71394531248
5.557467499052074,14.385227324739331,696.3709462843484
1.5362303478199517,12.408831738979941,134.6035954887432
8.422426929664304,5.867514042302887,756.2189481989057
2.41680171713303,19.39517513566883,331.21951532149336
5.8607174912885105,18.945269144696056,913.455007691728
5.484750840121958,3.7582791532301765,318.53058118364
5.169900231573363,19.569409380572477,803.6179084865066
7.413887747489757,5.33234028753661,593.7553808870961
6.306260320480858,13.281171745743743,776.1206986076751
6.335954599646742,12.347095432299268,743.7717892116575
1.7319236301370398,13.594741365788122,166.784724130813
9.940470086892201,4.705238707718767,914.7389791726678
8.72098068600456,10.228445234945854,1038.3439826437798
7.706129650821284,9.062270617376548,811.909853336997
7.431845632713691,14.461943534827466,1022.3450069935706
5.777285294624168,4.3996290245179415,369.41948706350837
3.1466079463683014,14.136552189405759,341.70053386392044
9.236002852042883,15.381594293251542,1428.5965175024485
1.5005980360462754,11.058043915611165,118.40960187572828
7.18032607556694,18.59343293871353,1162.7913674585743
9.789079391140005,19.804891048925647,1820.2244963864116
8.34533336661089,15.03752275476334,1226.0865142196333
7.4754963319174985,15.329537340983276,1071.1508059953312
3.6068603214385417,5.081884836502249,196.9093107913893
9.743728520415566,4.164246841301957,851.4692259037029
8.765385970589875,19.97355813252787,1582.7842513542569
1.2695295525504078,13.983733833824925,121.67054485174009
1.6769902365093388,5.553526608791952,76.18680211198564
1.4326081375150101,13.942958526741945,138.40074014792395
1.4641576620167842,18.768340449286104,186.13036174628724
1.967759100868126,5.2516250317400575,89.25898595182312
6.563881198756236,16.33831531588229,944.534264486263
1.5791166765819522,6.134635269290341,76.53494198863945
4.4885839528894085,10.314630749489659,417.48921317454733
6.062483921669296,12.073153719404086,690.8174479051206
2.8917965810233417,8.435616794443781,205.8156324563567
3.7940902623309114,1.401332389215841,123.85353610754906
2.606545301897336,9.341914166308808,195.6847854469776
8.225303990288312,4.03024533617355,633.3803827878427
4.365418964361402,11.681536170043096,440.1477007442895
4.981246541331663,6.7824021501133345,368.17979523178946
6.9230727659932585,4.833943943153777,511.41787120885465
6.092251053558777,18.493016648460745,941.0931269233084
3.1261543152358287,1.236371061722293,85.68962589260558
2.3155563599297784,6.096781248122194,122.3916861881819
7.610547663855335,6.990847893290155,698.2165598356466
3.4508733476357634,19.752231951233906,503.1007903538558
8.448298421489863,6.426976914688771,789.612705081383
7.837479516447216,15.892751426864672,1168.5794693249445
1.9200740456357956,1.2611623929211935,38.379012301096274
7.188102565616166,2.869939300750994,454.2632175927073
5.755092892081519,9.438467112575415,549.403917274046
4.782880962146175,7.6639184274442975,374.04782210095505
1.703769389477104,15.528016788238304,184.46797344305185
3.709335367687726,15.007485161678614,436.222482390355
1.0719101563234767,11.692310482082853,85.96715549049266
2.5151296174060334,4.087193345088682,104.33667785651086
1.1999125679918499,13.13107450638687,108.04522415836576
2.184733559491366,16.102135950910586,251.02542680277625
